Number,Name,Size(m),Weight(lb),Weight(kg),PokedexColor,Type1,Type2,Evolution,NormalDamage,FireDamage,WaterDamage,ElectricDamage,GrassDamage,IceDamage,FightingDamage,PoisonDamage,GroundDamage,FlyingDamage,PsychcDamage,BugDamage,RockDamage,GhostDamage,DragonDamage,DarkDamage,SteelDamage,FairyDamage
441,Chatot,0.5,4.2,1.9, Black,Normal,Flying,[],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
442,Spiritomb,1.0,238.1,108.0, Purple,Ghost,Dark,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*0,*1,*1,*1,*1,*1,*1,*2
443,Gible,0.7,45.2,20.5, Blue,Dragon,Ground,"[444, 445]",*1,*0.5,*1,*0,*1,*4,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*2,*1,*1,*2
444,Gabite,1.4,123.5,56.0, Blue,Dragon,Ground,[445],*1,*0.5,*1,*0,*1,*4,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*2,*1,*1,*2
445,Garchomp,1.9,209.4,95.0, Blue,Dragon,Ground,[],*1,*0.5,*1,*0,*1,*4,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*2,*1,*1,*2
446,Munchlax,0.6,231.5,105.0, Black,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
447,Riolu,0.7,44.5,20.2, Blue,Fighting,,[448],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
448,Lucario,1.2,119.0,54.0, Blue,Fighting,Steel,[],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*1,*1,*0.25,*0.25,*1,*0.5,*0.5,*0.5,*1
449,Hippopotas,0.8,109.1,49.5, Brown,Ground,,[450],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
450,Hippowdon,2.0,661.4,300.0, Brown,Ground,,[],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
451,Skorupi,0.8,26.5,12.0, Purple,Poison,Bug,[452],*1,*2,*1,*1,*0.25,*1,*0.25,*0.5,*1,*2,*2,*0.5,*2,*1,*1,*1,*1,*0.5
452,Drapion,1.3,135.6,61.5, Purple,Poison,Dark,[],*1,*1,*1,*1,*0.5,*1,*1,*0.5,*2,*1,*0,*1,*1,*0.5,*1,*0.5,*1,*1
453,Croagunk,0.7,50.7,23.0, Blue,Poison,Fighting,[454],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*2,*4,*0.25,*0.5,*1,*1,*0.5,*1,*1
454,Toxicroak,1.3,97.9,44.4, Blue,Poison,Fighting,[],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*2,*4,*0.25,*0.5,*1,*1,*0.5,*1,*1
455,Carnivine,,,,,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
456,Finneon,0.4,15.4,7.0, Blue,Water,,[457],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
457,Lumineon,1.2,52.9,24.0, Blue,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
458,Mantyke,1.0,143.3,65.0, Blue,Water,Flying,[],*1,*0.5,*0.5,*4,*1,*1,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1
459,Snover,1.0,111.3,50.5, White,Grass,Ice,[460],*1,*4,*0.5,*0.5,*0.5,*1,*2,*2,*0.5,*2,*1,*2,*2,*1,*1,*1,*2,*1
460,Abomasnow,2.2,298.7,135.5, White,Grass,Ice,[],*1,*4,*0.5,*0.5,*0.5,*1,*2,*2,*0.5,*2,*1,*2,*2,*1,*1,*1,*2,*1
461,Weavile,1.1,75.0,34.0, Black,Dark,Ice,[],*1,*2,*1,*1,*1,*0.5,*4,*1,*1,*1,*0,*2,*2,*0.5,*1,*0.5,*2,*2
462,Magnezone,1.2,396.8,180.0, Gray,Electric,Steel,[],*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.25,*0.5
463,Lickilicky,1.7,308.6,140.0, Pink,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
464,Rhyperior,2.4,623.5,282.8, Gray,Ground,Rock,[],*0.5,*0.5,*4,*0,*4,*2,*2,*0.25,*2,*0.5,*1,*1,*0.5,*1,*1,*1,*2,*1
465,Tangrowth,2.0,283.5,128.6, Blue,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
466,Electivire,1.8,305.6,138.6, Yellow,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
467,Magmortar,1.6,149.9,68.0, Red,Fire,,[],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
468,Togekiss,1.5,83.8,38.0, White,Fairy,Flying,[],*1,*1,*1,*2,*0.5,*2,*0.25,*2,*0,*1,*1,*0.25,*2,*1,*0,*0.5,*2,*1
469,Yanmega,1.9,113.5,51.5, Green,Bug,Flying,[],*1,*2,*1,*2,*0.25,*2,*0.25,*1,*0,*2,*1,*0.5,*4,*1,*1,*1,*1,*1
470,Leafeon,1.0,56.2,25.5, Green,Grass,,"[471, 700]",*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
471,Glaceon,0.8,57.1,25.9, Blue,Ice,,[700],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
472,Gliscor,2.0,93.7,42.5, Purple,Ground,Flying,[],*1,*1,*2,*0,*1,*4,*0.5,*0.5,*0,*1,*1,*0.5,*1,*1,*1,*1,*1,*1
473,Mamoswine,2.5,641.5,291.0, Brown,Ice,Ground,[],*1,*2,*2,*0,*2,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1
474,Porygon-Z,0.9,75.0,34.0, Red,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
475,Gallade,1.6,114.6,52.0, White,Psychic,Fighting,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*2
476,Probopass,1.4,749.6,340.0, Gray,Rock,Steel,[],*0.25,*1,*2,*1,*1,*0.5,*4,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*1,*0.5
477,Dusknoir,2.2,235.0,106.6, Black,Ghost,,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
478,Froslass,1.3,58.6,26.6, White,Ice,Ghost,[],*0,*2,*1,*1,*1,*0.5,*0,*0.5,*1,*1,*1,*0.5,*2,*2,*1,*2,*2,*1
479,Rotom,0.3,0.7,0.3, Red,Electric,Ghost,[],*0,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*0.5,*1,*0.5,*1,*2,*1,*2,*0.5,*1
480,Uxie,,,,,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
481,Mesprit,,,,,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
482,Azelf,,,,,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
483,Dialga,5.4,1505.8,683.0, White,Steel,Dragon,[],*0.5,*1,*0.5,*0.5,*0.25,*1,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*1,*1,*0.5,*1
484,Palkia,4.2,740.8,336.0, Purple,Water,Dragon,[],*1,*0.25,*0.25,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*0.5,*2
485,Heatran,1.7,948.0,430.0, Brown,Fire,Steel,[],*0.5,*1,*2,*1,*0.25,*0.25,*2,*0,*4,*0.5,*0.5,*0.25,*1,*1,*0.5,*1,*0.25,*0.25
486,Regigigas,,,,,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
487,Giratina,4.5,1653.5,750.0, Black,Ghost,Dragon,[],*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
488,Cresselia,,,,,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
489,Phione,,,,,Water,,[490],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
490,Manaphy,,,,,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
491,Darkrai,,,,,Dark,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
492,Shaymin,0.2,4.6,2.1, Green,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
493,Arceus,,,,,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
494,Victini,,,,,Psychic,Fire,[],*1,*0.5,*2,*1,*0.5,*0.5,*0.5,*1,*2,*1,*0.5,*1,*2,*2,*1,*2,*0.5,*0.5
495,Snivy,0.6,17.9,8.1, Green,Grass,,"[496, 497]",*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
496,Servine,0.8,35.3,16.0, Green,Grass,,[497],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
497,Serperior,3.3,138.9,63.0, Green,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
498,Tepig,0.5,21.8,9.9, Red,Fire,,"[499, 500]",*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
499,Pignite,1.0,122.4,55.5, Red,Fire,Fighting,[500],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*2,*2,*0.25,*1,*1,*1,*0.5,*0.5,*1
500,Emboar,1.6,330.7,150.0, Red,Fire,Fighting,[],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*2,*2,*0.25,*1,*1,*1,*0.5,*0.5,*1
501,Oshawott,0.5,13.0,5.9, Blue,Water,,"[502, 503]",*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
502,Dewott,0.8,54.0,24.5, Blue,Water,,[503],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
503,Samurott,1.5,208.6,94.6, Blue,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
504,Patrat,0.5,25.6,11.6, Brown,Normal,,[505],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
505,Watchog,1.1,59.5,27.0, Brown,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
506,Lillipup,0.4,9.0,4.1, Brown,Normal,,"[507, 508]",*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
507,Herdier,0.9,32.4,14.7, Gray,Normal,,[508],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
508,Stoutland,1.2,134.5,61.0, Gray,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
509,Purrloin,0.4,22.3,10.1, Purple,Dark,,[510],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
510,Liepard,1.1,82.7,37.5, Purple,Dark,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
511,Pansage,0.6,23.1,10.5, Green,Grass,,[512],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
512,Simisage,1.1,67.2,30.5, Green,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
513,Pansear,0.6,24.3,11.0, Red,Fire,,[514],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
514,Simisear,1.0,61.7,28.0, Red,Fire,,[],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
515,Panpour,0.6,29.8,13.5, Blue,Water,,[516],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
516,Simipour,1.0,63.9,29.0, Blue,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
517,Munna,0.6,51.3,23.3, Pink,Psychic,,[518],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
518,Musharna,1.1,133.4,60.5, Pink,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
519,Pidove,0.3,4.6,2.1, Gray,Normal,Flying,"[520, 521]",*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
520,Tranquill,0.6,33.1,15.0, Gray,Normal,Flying,[521],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
521,Unfezant,1.2,63.9,29.0, Gray,Normal,Flying,[],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
522,Blitzle,0.8,65.7,29.8, Black,Electric,,[523],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
523,Zebstrika,1.6,175.3,79.5, Black,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
524,Roggenrola,0.4,39.7,18.0, Blue,Rock,,"[525, 526]",*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
525,Boldore,0.9,224.9,102.0, Blue,Rock,,[526],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
526,Gigalith,1.7,573.2,260.0, Blue,Rock,,[],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
527,Woobat,0.4,4.6,2.1, Blue,Psychic,Flying,[528],*1,*1,*1,*2,*0.5,*2,*0.25,*1,*0,*1,*0.5,*1,*2,*2,*1,*2,*1,*1
528,Swoobat,0.9,23.1,10.5, Blue,Psychic,Flying,[],*1,*1,*1,*2,*0.5,*2,*0.25,*1,*0,*1,*0.5,*1,*2,*2,*1,*2,*1,*1
529,Drilbur,0.3,18.7,8.5, Gray,Ground,,[530],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
530,Excadrill,0.7,89.1,40.4, Gray,Ground,Steel,[],*0.5,*2,*2,*0,*1,*1,*2,*0,*2,*0.5,*0.5,*0.5,*0.25,*1,*0.5,*1,*0.5,*0.5
531,Audino,1.1,68.3,31.0, Pink,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
532,Timburr,0.6,27.6,12.5, Gray,Fighting,,"[533, 534]",*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
533,Gurdurr,1.2,88.2,40.0, Gray,Fighting,,[534],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
534,Conkeldurr,1.4,191.8,87.0, Brown,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
535,Tympole,0.5,9.9,4.5, Blue,Water,,"[536, 537]",*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
536,Palpitoad,0.8,37.5,17.0, Blue,Water,Ground,[537],*1,*0.5,*1,*0,*4,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*1
537,Seismitoad,1.5,136.7,62.0, Blue,Water,Ground,[],*1,*0.5,*1,*0,*4,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*1
538,Throh,1.3,122.4,55.5, Red,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
539,Sawk,1.4,112.4,51.0, Blue,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
540,Sewaddle,0.3,5.5,2.5, Yellow,Bug,Grass,"[541, 542]",*1,*4,*0.5,*0.5,*0.25,*2,*0.5,*2,*0.25,*4,*1,*2,*2,*1,*1,*1,*1,*1
541,Swadloon,0.5,16.1,7.3, Green,Bug,Grass,[542],*1,*4,*0.5,*0.5,*0.25,*2,*0.5,*2,*0.25,*4,*1,*2,*2,*1,*1,*1,*1,*1
542,Leavanny,1.2,45.2,20.5, Yellow,Bug,Grass,[],*1,*4,*0.5,*0.5,*0.25,*2,*0.5,*2,*0.25,*4,*1,*2,*2,*1,*1,*1,*1,*1
543,Venipede,0.4,11.7,5.3, Red,Bug,Poison,"[544, 545]",*1,*2,*1,*1,*0.25,*1,*0.25,*0.5,*1,*2,*2,*0.5,*2,*1,*1,*1,*1,*0.5
544,Whirlipede,1.2,129.0,58.5, Gray,Bug,Poison,[545],*1,*2,*1,*1,*0.25,*1,*0.25,*0.5,*1,*2,*2,*0.5,*2,*1,*1,*1,*1,*0.5
545,Scolipede,2.5,442.0,200.5, Red,Bug,Poison,[],*1,*2,*1,*1,*0.25,*1,*0.25,*0.5,*1,*2,*2,*0.5,*2,*1,*1,*1,*1,*0.5
546,Cottonee,0.3,1.3,0.6, Green,Grass,Fairy,[547],*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*4,*0.5,*2,*1,*1,*1,*1,*0,*0.5,*2,*1
547,Whimsicott,0.7,14.6,6.6, Green,Grass,Fairy,[],*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*4,*0.5,*2,*1,*1,*1,*1,*0,*0.5,*2,*1
548,Petilil,0.5,14.6,6.6, Green,Grass,,[549],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
549,Lilligant,1.1,35.9,16.3, Green,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
550,Basculin,1.0,39.7,18.0, Green,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
551,Sandile,0.7,33.5,15.2, Brown,Ground,Dark,"[552, 553]",*1,*1,*2,*0,*2,*2,*2,*0.5,*1,*1,*0,*2,*0.5,*0.5,*1,*0.5,*1,*2
552,Krokorok,1.0,73.6,33.4, Brown,Ground,Dark,[553],*1,*1,*2,*0,*2,*2,*2,*0.5,*1,*1,*0,*2,*0.5,*0.5,*1,*0.5,*1,*2
553,Krookodile,1.5,212.3,96.3, Red,Ground,Dark,[],*1,*1,*2,*0,*2,*2,*2,*0.5,*1,*1,*0,*2,*0.5,*0.5,*1,*0.5,*1,*2
554,Darumaka,0.6,82.7,37.5, Red,Fire,,[555],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
555,Darmanitan,1.3,204.8,92.9, Red,Fire,,[],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
556,Maractus,1.0,61.7,28.0, Green,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
557,Dwebble,0.3,32.0,14.5, Red,Bug,Rock,[558],*0.5,*1,*2,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
558,Crustle,1.4,440.9,200.0, Red,Bug,Rock,[],*0.5,*1,*2,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
559,Scraggy,0.6,26.0,11.8, Yellow,Dark,Fighting,[560],*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*0,*1,*0.5,*0.5,*1,*0.25,*1,*4
560,Scrafty,1.1,66.1,30.0, Red,Dark,Fighting,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*0,*1,*0.5,*0.5,*1,*0.25,*1,*4
561,Sigilyph,1.4,30.9,14.0, Black,Psychic,Flying,[],*1,*1,*1,*2,*0.5,*2,*0.25,*1,*0,*1,*0.5,*1,*2,*2,*1,*2,*1,*1
562,Yamask,0.5,3.3,1.5, Black,Ghost,,"[563, 867]",*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
563,Cofagrigus,,,,,Ghost,,[867],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
564,Tirtouga,0.7,36.4,16.5, Blue,Water,Rock,[565],*0.5,*0.25,*1,*2,*4,*0.5,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1
565,Carracosta,1.2,178.6,81.0, Blue,Water,Rock,[],*0.5,*0.25,*1,*2,*4,*0.5,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1
566,Archen,,,,,Rock,Flying,[567],*0.5,*0.5,*2,*2,*1,*2,*1,*0.5,*0,*0.5,*1,*0.5,*2,*1,*1,*1,*2,*1
567,Archeops,,,,,Rock,Flying,[],*0.5,*0.5,*2,*2,*1,*2,*1,*0.5,*0,*0.5,*1,*0.5,*2,*1,*1,*1,*2,*1
568,Trubbish,0.6,68.3,31.0, Green,Poison,,[569],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*1,*0.5
569,Garbodor,1.9,236.6,107.3, Green,Poison,,[],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*1,*0.5
570,Zorua,,,,,Dark,,[571],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
571,Zoroark,,,,,Dark,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
572,Minccino,0.4,12.8,5.8, Gray,Normal,,[573],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
573,Cinccino,0.5,16.5,7.5, Gray,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
574,Gothita,0.4,12.8,5.8, Purple,Psychic,,"[575, 576]",*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
575,Gothorita,0.7,39.7,18.0, Purple,Psychic,,[576],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
576,Gothitelle,1.5,97.0,44.0, Purple,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
577,Solosis,0.3,2.2,1.0, Green,Psychic,,"[578, 579]",*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
578,Duosion,0.6,17.6,8.0, Green,Psychic,,[579],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
579,Reuniclus,1.0,44.3,20.1, Green,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
580,Ducklett,0.5,12.1,5.5, Blue,Water,Flying,[581],*1,*0.5,*0.5,*4,*1,*1,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1
581,Swanna,1.3,53.4,24.2, White,Water,Flying,[],*1,*0.5,*0.5,*4,*1,*1,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1
582,Vanillite,0.4,12.6,5.7, White,Ice,,"[583, 584]",*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
583,Vanillish,1.1,90.4,41.0, White,Ice,,[584],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
584,Vanilluxe,1.3,126.8,57.5, White,Ice,,[],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
585,Deerling,0.6,43.0,19.5, Pink,Normal,Grass,[586],*1,*2,*0.5,*0.5,*0.5,*2,*2,*2,*0.5,*2,*1,*2,*1,*0,*1,*1,*1,*1
586,Sawsbuck,1.9,203.9,92.5, Brown,Normal,Grass,[],*1,*2,*0.5,*0.5,*0.5,*2,*2,*2,*0.5,*2,*1,*2,*1,*0,*1,*1,*1,*1
587,Emolga,0.4,11.0,5.0, White,Electric,Flying,[],*1,*1,*1,*1,*0.5,*2,*0.5,*1,*0,*0.5,*1,*0.5,*2,*1,*1,*1,*0.5,*1
588,Karrablast,0.5,13.0,5.9, Blue,Bug,,[589],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
589,Escavalier,1.0,72.8,33.0, Gray,Bug,Steel,[],*0.5,*4,*1,*1,*0.25,*0.5,*1,*0,*1,*1,*0.5,*0.5,*1,*1,*0.5,*1,*0.5,*0.5
